"","trustLevel","totalScanTimeInSeconds","grandTotal","lineItemVoids","scansWithoutRegistration","quantityModifications","scannedLineItemsPerSecond","valuePerSecond","lineItemVoidsPerPosition","fraud"
"1025",1,1000,76.72,5,5,2,0.024,0.07672,0.208333333333333,1
"1026",1,471,43.78,4,3,0,0.0488322717622081,0.0929511677282378,0.173913043478261,0
"1027",1,157,2.13,5,3,3,0.140127388535032,0.0135668789808917,0.227272727272727,0
"1028",5,235,1.8,0,9,2,0.0936170212765957,0.00765957446808511,0,0
"1029",6,25,55.37,6,3,0,0.68,2.2148,0.352941176470588,0
"1030",1,551,81.87,2,0,2,0.00544464609800363,0.148584392014519,0.666666666666667,0
"1031",3,1223,81.14,5,5,4,0.000817661488143908,0.0663450531479967,5,0
"1032",5,809,44.01,5,8,0,0.0160692212608158,0.0544004944375773,0.384615384615385,0
"1033",6,1053,35.03,1,5,1,0.0284900284900285,0.0332668566001899,0.0333333333333333,0
"1034",6,1315,30.49,0,9,5,0.0152091254752852,0.0231863117870722,0,0
"1035",1,976,46.3,7,0,4,0.00307377049180328,0.0474385245901639,2.33333333333333,0
"1036",4,160,59.93,0,0,5,0.1125,0.3745625,0,0
"1037",1,1060,88.99,10,2,3,0.0273584905660377,0.0839528301886792,0.344827586206897,1
"1038",6,687,74.39,9,5,1,0.0436681222707424,0.108282387190684,0.3,0
"1039",3,821,36.44,11,0,2,0.02557856272838,0.0443848964677223,0.523809523809524,0
"1040",5,227,21.34,0,0,0,0.039647577092511,0.0940088105726872,0,0
"1041",4,1065,48.8,3,2,2,0.0131455399061033,0.0458215962441315,0.214285714285714,0
"1042",1,900,12.28,2,2,1,0.01,0.0136444444444444,0.222222222222222,0
"1043",3,433,32.5,7,2,0,0.0254041570438799,0.0750577367205543,0.636363636363636,0
"1044",5,767,58.42,11,9,5,0.0352020860495437,0.0761668839634941,0.407407407407407,0
"1045",2,1672,25.19,6,4,1,0.0119617224880383,0.0150657894736842,0.3,0
"1046",6,1331,23.66,2,4,3,0.0067618332081142,0.0177761081893313,0.222222222222222,0
"1047",5,1066,54.11,11,10,5,0.0225140712945591,0.0507598499061914,0.458333333333333,0
"1048",4,810,93.76,2,4,2,0.0308641975308642,0.115753086419753,0.08,0
"1049",6,1230,27.16,10,7,3,0.0032520325203252,0.0220813008130081,2.5,0
"1050",6,288,99.96,5,3,0,0.09375,0.347083333333333,0.185185185185185,0
"1051",5,422,89.57,11,10,5,0.028436018957346,0.212251184834123,0.916666666666667,0
"1052",2,1455,27.06,7,1,1,0.0178694158075601,0.0185979381443299,0.269230769230769,0
"1053",2,1796,83.98,8,9,4,0.00779510022271715,0.0467594654788419,0.571428571428571,0
"1054",2,1332,57.85,6,5,1,0.000750750750750751,0.0434309309309309,6,0
"1055",6,355,1.22,0,6,2,0.028169014084507,0.00343661971830986,0,0
"1056",5,710,52.73,1,10,0,0.0140845070422535,0.0742676056338028,0.1,0
"1057",4,1076,92.56,5,5,4,0.00650557620817844,0.0860223048327138,0.714285714285714,0
"1058",3,1267,64.93,2,5,5,0.0118389897395422,0.0512470402525651,0.133333333333333,0
"1059",2,755,7.48,4,10,5,0.0132450331125828,0.00990728476821192,0.4,0
"1060",5,418,24.08,9,5,2,0.0550239234449761,0.0576076555023924,0.391304347826087,0
"1061",3,133,58.74,3,6,4,0.0977443609022556,0.441654135338346,0.230769230769231,0
"1062",6,472,83.98,5,4,0,0.0338983050847458,0.177923728813559,0.3125,0
"1063",1,768,4.39,2,7,1,0.0390625,0.00571614583333333,0.0666666666666667,1
"1064",1,389,59.25,5,7,1,0.077120822622108,0.152313624678663,0.166666666666667,1
"1065",3,467,41.03,4,10,2,0.0256959314775161,0.0878586723768737,0.333333333333333,0
"1066",6,1261,96.33,6,9,5,0.0166534496431404,0.0763917525773196,0.285714285714286,0
"1067",2,462,37.29,0,1,1,0.0346320346320346,0.0807142857142857,0,0
"1068",3,992,93.94,9,6,3,0.0110887096774194,0.0946975806451613,0.818181818181818,0
"1069",2,1502,40.29,3,10,0,0.0193075898801598,0.0268242343541944,0.103448275862069,1
"1070",3,932,27.18,9,5,4,0.00429184549356223,0.0291630901287554,2.25,0
"1071",3,800,90.58,6,1,2,0.03375,0.113225,0.222222222222222,0
"1072",1,548,40.69,7,3,1,0.0346715328467153,0.0742518248175182,0.368421052631579,0
"1073",3,195,11.23,9,1,2,0.041025641025641,0.0575897435897436,1.125,0
"1074",3,455,33.13,5,3,0,0.0527472527472527,0.0728131868131868,0.208333333333333,0
"1075",3,174,56.09,3,7,3,0.114942528735632,0.32235632183908,0.15,0
"1076",5,141,84.35,10,6,4,0.198581560283688,0.59822695035461,0.357142857142857,0
"1077",3,620,88.95,1,8,5,0.0290322580645161,0.143467741935484,0.0555555555555556,0
"1078",6,1482,81.55,3,3,4,0.0134952766531714,0.0550269905533063,0.15,0
"1079",2,929,65.61,4,2,0,0.031216361679225,0.0706243272335845,0.137931034482759,0
"1080",5,1698,33.71,9,5,1,0.0088339222614841,0.0198527679623086,0.6,0
"1081",5,1499,54.9,10,2,0,0.00333555703802535,0.0366244162775183,2,0
"1082",4,1375,67.81,11,7,3,0.00727272727272727,0.0493163636363636,1.1,0
"1083",5,847,55.76,11,0,3,0.0200708382526564,0.0658323494687131,0.647058823529412,0
"1084",5,1702,63.57,3,0,3,0.00587544065804935,0.0373501762632197,0.3,0
"1085",2,504,6.14,6,6,2,0.0555555555555556,0.0121825396825397,0.214285714285714,0
"1086",6,121,75.89,0,1,2,0.0991735537190083,0.627190082644628,0,0
"1087",4,83,35.33,10,8,4,0.168674698795181,0.42566265060241,0.714285714285714,0
"1088",4,1480,83.67,9,7,1,0.00878378378378378,0.0565337837837838,0.692307692307692,0
"1089",5,1640,22.23,5,0,5,0.00365853658536585,0.0135548780487805,0.833333333333333,0
"1090",6,266,76.82,9,8,0,0.0902255639097744,0.288796992481203,0.375,0
"1091",6,1612,3.34,8,6,5,0.010545905707196,0.00207196029776675,0.470588235294118,0
"1092",4,1570,55.17,5,8,1,0.0159235668789809,0.035140127388535,0.2,0
"1093",5,859,62.57,2,8,1,0.00931315483119907,0.0728405122235157,0.25,0
"1094",2,1671,91.2,1,5,3,0.00837821663674446,0.0545780969479354,0.0714285714285714,0
"1095",6,1015,98.75,7,2,1,0.00689655172413793,0.0972906403940887,1,0
"1096",5,1308,15.42,10,4,1,0.0191131498470948,0.0117889908256881,0.4,0
"1097",6,293,29.09,9,3,0,0.0273037542662116,0.099283276450512,1.125,0
"1098",3,845,92.07,6,6,3,0.00473372781065089,0.108958579881657,1.5,0
"1099",4,575,70.21,2,4,2,0.0452173913043478,0.122104347826087,0.0769230769230769,0
"1100",2,1663,63.73,5,6,4,0.00300661455201443,0.0383223090799759,1,0
"1101",6,1809,29.84,6,6,1,0.00552791597567717,0.0164953012714207,0.6,0
"1102",5,1408,66.63,4,0,1,0.0205965909090909,0.0473224431818182,0.137931034482759,0
"1103",1,1554,37.7,10,4,2,0.00965250965250965,0.0242599742599743,0.666666666666667,0
"1104",5,6,84.32,10,6,2,4.83333333333333,14.0533333333333,0.344827586206897,0
"1105",5,568,52.08,11,6,4,0.0105633802816901,0.0916901408450704,1.83333333333333,0
"1106",4,1299,43.15,1,3,3,0.0046189376443418,0.0332178598922248,0.166666666666667,0
"1107",2,93,85.04,2,3,4,0.032258064516129,0.914408602150538,0.666666666666667,0
"1108",3,1263,52.29,1,7,1,0.0150435471100554,0.0414014251781473,0.0526315789473684,0
"1109",5,1590,45.56,11,1,2,0.00125786163522013,0.0286540880503145,5.5,0
"1110",4,109,39.02,3,0,4,0.055045871559633,0.357981651376147,0.5,0
"1111",6,1547,89.09,9,5,0,0.0174531351001939,0.0575888817065288,0.333333333333333,0
"1112",3,1233,49.14,2,4,3,0.016220600162206,0.0398540145985401,0.1,0
"1113",5,1267,14.58,6,0,2,0.0165745856353591,0.011507498026835,0.285714285714286,0
"1114",2,1465,33.97,3,10,5,0.00819112627986348,0.0231877133105802,0.25,0
"1115",5,487,83.51,2,6,5,0.0287474332648871,0.171478439425051,0.142857142857143,0
"1116",5,1440,78.98,7,2,4,0.0125,0.0548472222222222,0.388888888888889,0
"1117",4,1399,26.46,2,2,4,0.0192994996426019,0.0189135096497498,0.0740740740740741,0
"1118",6,510,31.96,10,4,3,0.00588235294117647,0.0626666666666667,3.33333333333333,0
"1119",1,581,58.38,4,1,1,0.0275387263339071,0.100481927710843,0.25,0
"1120",5,1124,19.13,5,0,5,0.00622775800711744,0.0170195729537367,0.714285714285714,0
"1121",6,378,2.36,9,5,2,0.0529100529100529,0.00624338624338624,0.45,0
"1122",1,1758,19.32,0,7,5,0.0164960182025028,0.0109897610921502,0,1
"1123",6,1348,46.94,0,2,1,0.0170623145400593,0.0348219584569733,0,0
"1124",5,999,14.99,6,1,5,0.012012012012012,0.015005005005005,0.5,0
"1125",3,1585,2.88,10,0,1,0.0132492113564669,0.00181703470031546,0.476190476190476,0
"1126",3,1239,47.75,9,1,4,0.00484261501210654,0.0385391444713479,1.5,0
"1127",5,1793,27.96,11,10,3,0.000557724484104852,0.0155939765755717,11,0
"1128",3,1143,93.66,1,5,5,0.00874890638670166,0.0819422572178478,0.1,0
"1129",5,992,84.02,7,4,1,0.0141129032258065,0.0846975806451613,0.5,0
"1130",3,1327,66.84,10,1,2,0.012810851544838,0.0503692539562924,0.588235294117647,0
"1131",4,422,60.74,10,5,1,0.0497630331753555,0.1439336492891,0.476190476190476,0
"1132",5,1604,16.06,9,1,1,0.00872817955112219,0.0100124688279302,0.642857142857143,0
"1133",4,1280,21.81,3,3,3,0.0203125,0.0170390625,0.115384615384615,0
"1134",3,1413,89.85,2,4,4,0.0212314225053079,0.063588110403397,0.0666666666666667,0
"1135",5,255,28.54,8,6,5,0.109803921568627,0.111921568627451,0.285714285714286,0
"1136",3,1207,54.2,6,6,3,0.00331400165700083,0.0449047224523612,1.5,0
"1137",5,1477,84.26,9,1,2,0.00609343263371699,0.0570480704129993,1,0
"1138",1,839,41.75,10,2,2,0.034564958283671,0.049761620977354,0.344827586206897,1
"1139",3,1786,23.13,6,7,0,0.0106382978723404,0.0129507278835386,0.315789473684211,0
"1140",1,1654,36.28,8,7,5,0.0151148730350665,0.0219347037484885,0.32,1
"1141",1,779,40.17,0,3,5,0.00256739409499358,0.0515661103979461,0,0
"1142",2,612,29.17,10,7,3,0.0147058823529412,0.0476633986928105,1.11111111111111,0
"1143",1,1158,99.82,10,10,0,0.0224525043177893,0.0862003454231434,0.384615384615385,1
"1144",5,55,19.74,3,3,0,0.109090909090909,0.358909090909091,0.5,0
"1145",2,554,70.78,6,0,0,0.0108303249097473,0.127761732851986,1,0
"1146",2,1487,28.62,7,6,2,0.000672494956287828,0.0192468056489576,7,0
"1147",2,1055,11.61,11,4,4,0.00758293838862559,0.0110047393364929,1.375,0
"1148",1,827,83.7,5,10,4,0.0108827085852479,0.101209189842805,0.555555555555556,0
"1149",6,713,55.97,1,8,4,0.0252454417952314,0.0784992987377279,0.0555555555555556,0
"1150",6,12,82.71,10,9,5,1.33333333333333,6.8925,0.625,0
"1151",2,1673,49.83,7,2,0,0.0101613867304244,0.0297848176927675,0.411764705882353,0
"1152",2,1818,57.67,2,4,1,0.0137513751375138,0.0317216721672167,0.08,0
"1153",6,1386,34.99,6,6,4,0.0115440115440115,0.0252453102453102,0.375,0
"1154",2,1797,31.25,1,1,3,0.0111296605453534,0.0173900946021146,0.05,0
"1155",5,4,53.65,11,5,4,1.5,13.4125,1.83333333333333,0
"1156",3,1486,16.84,0,10,3,0.0100942126514132,0.0113324360699865,0,0
"1157",6,128,63.32,5,4,4,0.2265625,0.4946875,0.172413793103448,0
"1158",3,1569,74.73,9,2,2,0.0140216698534098,0.0476290630975143,0.409090909090909,0
"1159",3,1370,63.26,4,6,5,0.0131386861313869,0.0461751824817518,0.222222222222222,0
"1160",6,539,11.89,3,4,5,0.0445269016697588,0.0220593692022263,0.125,0
"1161",6,958,39.12,4,4,2,0.0240083507306889,0.0408350730688935,0.173913043478261,0
"1162",6,1253,8.35,6,10,2,0.000798084596967279,0.00666400638467678,6,0
"1163",1,834,77.9,2,10,4,0.0311750599520384,0.0934052757793765,0.0769230769230769,1
"1164",4,1178,55.11,3,2,5,0.0254668930390492,0.0467826825127334,0.1,0
"1165",4,115,18.32,7,6,1,0.2,0.159304347826087,0.304347826086957,0
"1166",1,551,78.39,7,1,3,0.0254083484573503,0.142268602540835,0.5,0
"1167",3,1708,97.51,8,5,0,0.015807962529274,0.0570901639344262,0.296296296296296,0
"1168",6,868,30.14,10,5,5,0.0345622119815668,0.0347235023041475,0.333333333333333,0
"1169",6,406,9.3,11,8,2,0.0123152709359606,0.0229064039408867,2.2,0
"1170",1,781,11.84,10,3,4,0.00768245838668374,0.0151600512163892,1.66666666666667,0
"1171",4,641,59.07,2,4,5,0.0280811232449298,0.0921528861154446,0.111111111111111,0
"1172",3,113,90.02,3,8,0,0.247787610619469,0.796637168141593,0.107142857142857,0
"1173",6,833,46.81,0,0,2,0.0360144057623049,0.0561944777911164,0,0
"1174",5,1330,15.04,4,1,4,0.0037593984962406,0.0113082706766917,0.8,0
"1175",6,85,25.74,5,2,3,0.0941176470588235,0.302823529411765,0.625,0
"1176",6,1086,59.42,5,4,1,0.0239410681399632,0.0547145488029466,0.192307692307692,0
"1177",3,1566,46.52,1,7,1,0.00510855683269476,0.0297062579821201,0.125,0
"1178",3,685,43.75,2,10,4,0.00437956204379562,0.0638686131386861,0.666666666666667,0
"1179",6,1301,88.47,5,1,0,0.0153727901614143,0.0680015372790161,0.25,0
"1180",2,860,54.66,5,7,2,0.00813953488372093,0.0635581395348837,0.714285714285714,0
"1181",1,1578,0.07,2,3,0,0.0139416983523447,4.43599493029151e-05,0.0909090909090909,0
"1182",6,649,43.34,9,3,3,0.0138674884437596,0.0667796610169492,1,0
"1183",2,57,21.62,2,4,5,0.0175438596491228,0.379298245614035,2,0
"1184",1,1321,13.94,6,1,4,0.0211960635881908,0.010552611657835,0.214285714285714,1
"1185",5,303,75.72,11,3,4,0.0099009900990099,0.24990099009901,3.66666666666667,0
"1186",5,1271,94.65,8,1,0,0.00865460267505901,0.0744689221085759,0.727272727272727,0
"1187",4,1008,11.85,3,2,2,0.00595238095238095,0.0117559523809524,0.5,0
"1188",5,1189,51.39,0,1,2,0.0235492010092515,0.0432211942809083,0,0
"1189",3,1170,19.81,4,10,2,0.0256410256410256,0.0169316239316239,0.133333333333333,0
"1190",4,15,45.41,1,5,0,2,3.02733333333333,0.0333333333333333,0
"1191",2,573,27.9,11,6,3,0.0209424083769634,0.0486910994764398,0.916666666666667,0
"1192",1,970,6.14,3,3,1,0.0103092783505155,0.0063298969072165,0.3,0
"1193",5,905,78.06,1,1,0,0.0110497237569061,0.0862541436464088,0.1,0
"1194",3,108,56.45,10,5,2,0.175925925925926,0.522685185185185,0.526315789473684,0
"1195",6,335,91.16,10,7,1,0.00597014925373134,0.272119402985075,5,0
"1196",2,67,71.46,11,6,2,0.0895522388059701,1.0665671641791,1.83333333333333,0
"1197",6,1206,91.77,3,4,0,0.00248756218905473,0.0760945273631841,1,0
"1198",5,171,50.12,4,3,0,0.0818713450292398,0.293099415204678,0.285714285714286,0
"1199",2,1743,99.28,11,9,3,0.014916810097533,0.0569592656339644,0.423076923076923,1
"1200",5,236,96.43,7,10,4,0.0635593220338983,0.408601694915254,0.466666666666667,0
"1201",3,1268,73.31,7,6,4,0.0141955835962145,0.0578154574132492,0.388888888888889,0
"1202",4,1415,42.2,9,5,4,0.00282685512367491,0.0298233215547703,2.25,0
"1203",5,391,56.9,4,9,4,0.0690537084398977,0.145524296675192,0.148148148148148,0
"1204",5,765,53.32,6,10,0,0.0235294117647059,0.0696993464052288,0.333333333333333,0
"1205",4,704,77.63,0,2,2,0.00710227272727273,0.110269886363636,0,0
"1206",3,1358,80.39,6,1,3,0.00515463917525773,0.0591973490427099,0.857142857142857,0
"1207",1,44,19.69,1,4,4,0.318181818181818,0.4475,0.0714285714285714,0
"1208",5,1340,23.53,5,7,2,0.0156716417910448,0.0175597014925373,0.238095238095238,0
"1209",2,810,22.5,9,7,3,0.0135802469135802,0.0277777777777778,0.818181818181818,0
"1210",1,1602,30.86,3,9,4,0.0124843945068664,0.0192634207240949,0.15,1
"1211",1,871,89.92,2,5,5,0.00229621125143513,0.103237657864524,1,0
"1212",4,1160,98.4,9,2,4,0.0172413793103448,0.0848275862068966,0.45,0
"1213",2,144,75.04,9,9,0,0.159722222222222,0.521111111111111,0.391304347826087,0
"1214",6,1803,86.5,0,7,5,0.00554631170271769,0.047975596228508,0,0
"1215",1,1582,51.93,5,0,2,0.0176991150442478,0.0328255372945638,0.178571428571429,1
"1216",2,320,7.02,8,4,4,0.04375,0.0219375,0.571428571428571,0
"1217",3,492,43.66,10,6,4,0.0528455284552846,0.088739837398374,0.384615384615385,0
"1218",4,29,84.08,1,0,4,0.724137931034483,2.89931034482759,0.0476190476190476,0
"1219",1,880,78.36,9,9,3,0.0272727272727273,0.0890454545454545,0.375,1
"1220",4,1734,17.43,0,0,2,0.0121107266435986,0.0100519031141869,0,0
"1221",5,1821,0.99,0,3,2,0.00823723228995058,0.000543657331136738,0,0
"1222",6,1470,6.96,5,1,1,0.0149659863945578,0.00473469387755102,0.227272727272727,0
"1223",6,1300,19.11,1,0,1,0.0153846153846154,0.0147,0.05,0
"1224",3,1557,82.33,3,7,4,0.00321130378933847,0.0528773281952473,0.6,0
"1225",5,550,76.36,11,1,3,0.0363636363636364,0.138836363636364,0.55,0
"1226",3,1505,64.78,2,0,0,0.0179401993355482,0.0430431893687708,0.0740740740740741,0
"1227",4,168,62.96,1,9,3,0.166666666666667,0.374761904761905,0.0357142857142857,0
"1228",1,400,48.95,11,9,1,0.0225,0.122375,1.22222222222222,0
"1229",2,237,98.15,10,4,2,0.0590717299578059,0.414135021097046,0.714285714285714,0
"1230",6,1411,55.87,2,5,4,0.0205527994330262,0.0395960311835578,0.0689655172413793,0
"1231",6,165,8.63,5,5,1,0.121212121212121,0.0523030303030303,0.25,0
"1232",3,1157,59.42,9,5,2,0.0259291270527226,0.0513569576490925,0.3,0
"1233",5,1054,98.45,8,2,4,0.0199240986717268,0.0934060721062619,0.380952380952381,0
"1234",6,934,15.69,9,10,2,0.0203426124197002,0.0167987152034261,0.473684210526316,0
"1235",3,803,74.57,8,4,3,0.0049813200498132,0.0928642590286426,2,0
"1236",2,1071,86.49,11,4,3,0.0186741363211951,0.0807563025210084,0.55,0
"1237",6,1055,74.87,10,3,0,0.0180094786729858,0.0709668246445498,0.526315789473684,0
"1238",5,1122,1.79,6,5,1,0.0160427807486631,0.00159536541889483,0.333333333333333,0
"1239",2,546,56.21,8,4,5,0.0183150183150183,0.102948717948718,0.8,0
"1240",6,775,38.3,2,3,2,0.00258064516129032,0.0494193548387097,1,0
"1241",3,298,99.73,2,7,3,0.087248322147651,0.334664429530201,0.0769230769230769,0
"1242",3,1176,21.93,3,10,4,0.00425170068027211,0.0186479591836735,0.6,0
"1243",1,474,65.46,3,10,5,0.0464135021097046,0.138101265822785,0.136363636363636,0
"1244",1,966,47.98,10,4,1,0.0082815734989648,0.0496687370600414,1.25,0
"1245",1,1286,35.54,5,6,2,0.00388802488335925,0.0276360808709176,1,0
"1246",4,791,78.7,1,6,3,0.0303413400758533,0.0994943109987358,0.0416666666666667,0
"1247",3,62,63.44,1,7,3,0.0483870967741935,1.02322580645161,0.333333333333333,0
"1248",5,636,37.74,2,9,1,0.0345911949685535,0.0593396226415094,0.0909090909090909,0
"1249",2,1261,89.41,7,0,0,0.0229976209357653,0.070904044409199,0.241379310344828,0
"1250",3,944,87.48,3,4,4,0.0127118644067797,0.0926694915254237,0.25,0
"1251",5,589,74.19,10,2,0,0.0033955857385399,0.125959252971138,5,0
"1252",1,1246,62.61,1,9,4,0.014446227929374,0.0502487961476726,0.0555555555555556,0
"1253",3,851,93.75,2,8,3,0.0082256169212691,0.110164512338425,0.285714285714286,0
"1254",2,183,83.31,0,10,1,0.0601092896174863,0.455245901639344,0,0
"1255",2,1502,80.34,10,5,5,0.0066577896138482,0.0534886817576565,1,0
"1256",4,483,30.2,9,2,0,0.0020703933747412,0.0625258799171843,9,0
"1257",5,231,91.23,10,2,2,0.0822510822510823,0.394935064935065,0.526315789473684,0
"1258",2,1191,39,9,7,4,0.00923593618807725,0.0327455919395466,0.818181818181818,0
"1259",2,1668,50.47,1,5,0,0.0113908872901679,0.030257793764988,0.0526315789473684,0
"1260",1,1004,56.55,11,2,3,0.00597609561752988,0.0563247011952191,1.83333333333333,0
"1261",6,369,66.24,11,8,3,0.046070460704607,0.179512195121951,0.647058823529412,0
"1262",1,1672,54.3,6,0,3,0.0041866028708134,0.0324760765550239,0.857142857142857,0
"1263",1,1783,94.84,3,0,4,0.0151430173864274,0.0531912507010656,0.111111111111111,1
"1264",6,1315,98.59,3,7,3,0.00228136882129278,0.0749733840304183,1,0
"1265",2,452,81.76,0,10,3,0.0398230088495575,0.180884955752212,0,0
"1266",3,100,0.45,2,0,1,0.16,0.0045,0.125,0
"1267",6,1079,76.13,10,2,4,0.0213160333642261,0.0705560704355885,0.434782608695652,0
"1268",5,1193,43.56,3,2,3,0.0142497904442582,0.0365129924559933,0.176470588235294,0
"1269",5,1169,35.52,6,1,4,0.0248075278015398,0.0303849443969204,0.206896551724138,0
"1270",2,716,34.24,2,8,4,0.0251396648044693,0.0478212290502793,0.111111111111111,0
"1271",3,1597,11.64,10,2,4,0.00626174076393237,0.00728866624921728,1,0
"1272",2,820,75.59,5,1,0,0.00365853658536585,0.0921829268292683,1.66666666666667,0
"1273",5,1677,88.07,5,7,5,0.0172927847346452,0.0525163983303518,0.172413793103448,0
"1274",1,181,25.95,1,7,1,0.00552486187845304,0.143370165745856,1,0
"1275",5,287,40.34,1,8,0,0.0836236933797909,0.140557491289199,0.0416666666666667,0
"1276",3,877,67.37,7,3,1,0.0296465222348917,0.0768187001140251,0.269230769230769,0
"1277",2,1803,14.37,11,0,5,0.0155296727676095,0.00797004991680532,0.392857142857143,1
"1278",6,1692,54.07,0,2,0,0.00886524822695036,0.0319562647754137,0,0
"1279",3,152,11.51,8,9,4,0.151315789473684,0.0757236842105263,0.347826086956522,0
"1280",5,867,74,0,2,4,0.00807381776239908,0.0853517877739331,0,0
"1281",2,1819,60.15,0,7,3,0.0164925783397471,0.033067619571193,0,1
"1282",6,1269,81.52,3,8,4,0.0118203309692671,0.0642395587076438,0.2,0
"1283",2,1134,26.29,5,6,5,0.0246913580246914,0.0231834215167548,0.178571428571429,0
"1284",2,240,44.13,3,9,1,0.00833333333333333,0.183875,1.5,0
"1285",2,1400,44.37,10,1,2,0.02,0.0316928571428571,0.357142857142857,1
"1286",1,832,74.83,6,10,3,0.0180288461538462,0.0899399038461538,0.4,0
"1287",4,1161,58.48,4,0,1,0.0103359173126615,0.0503703703703704,0.333333333333333,0
"1288",6,156,95.6,8,3,0,0.115384615384615,0.612820512820513,0.444444444444444,0
"1289",2,1737,62.35,4,0,4,0.00805987334484744,0.035895221646517,0.285714285714286,0
"1290",2,542,75.82,5,9,1,0.003690036900369,0.139889298892989,2.5,0
"1291",1,775,54.85,0,6,3,0.00129032258064516,0.0707741935483871,0,0
"1292",4,1148,88.89,11,2,0,0.00871080139372822,0.0774303135888502,1.1,0
"1293",2,328,2.51,9,9,4,0.0762195121951219,0.00765243902439024,0.36,0
"1294",2,911,92.23,1,3,4,0.0197585071350165,0.101240395170143,0.0555555555555556,0
"1295",3,399,91.32,2,5,5,0.0676691729323308,0.228872180451128,0.0740740740740741,0
"1296",6,100,52.55,7,0,1,0.29,0.5255,0.241379310344828,0
"1297",5,1068,41.13,6,1,3,0.00842696629213483,0.0385112359550562,0.666666666666667,0
"1298",3,1054,89.39,5,6,3,0.0189753320683112,0.0848102466793169,0.25,0
"1299",5,1725,22.09,6,0,3,0.0115942028985507,0.0128057971014493,0.3,0
"1300",4,642,50.35,8,4,2,0.0264797507788162,0.0784267912772586,0.470588235294118,0
"1301",5,900,24.74,2,2,2,0.0177777777777778,0.0274888888888889,0.125,0
"1302",5,335,53.72,8,1,0,0.0865671641791045,0.160358208955224,0.275862068965517,0
"1303",4,499,63.38,0,4,1,0.00601202404809619,0.127014028056112,0,0
"1304",2,1197,75.33,5,1,0,0.0150375939849624,0.0629323308270677,0.277777777777778,0
"1305",2,820,79.73,7,4,1,0.0280487804878049,0.0972317073170732,0.304347826086957,0
"1306",1,1730,44.92,7,8,3,0.0092485549132948,0.0259653179190751,0.4375,0
"1307",6,1577,80.95,7,4,2,0.00380469245402663,0.0513316423589093,1.16666666666667,0
"1308",4,1176,42.45,6,6,0,0.00850340136054422,0.0360969387755102,0.6,0
"1309",6,785,16.21,4,1,3,0.00636942675159236,0.0206496815286624,0.8,0
"1310",3,1389,98.2,1,4,1,0.0151187904967603,0.0706983441324694,0.0476190476190476,0
"1311",2,1142,89.43,6,1,2,0.00350262697022767,0.0783099824868652,1.5,0
"1312",4,1363,27.27,10,7,1,0.00146735143066764,0.0200073367571533,5,0
"1313",4,863,36.16,11,4,0,0.00347624565469293,0.0419003476245655,3.66666666666667,0
"1314",1,421,6.8,9,9,2,0.0665083135391924,0.0161520190023753,0.321428571428571,1
"1315",5,191,95.34,3,10,3,0.120418848167539,0.499162303664921,0.130434782608696,0
"1316",5,1553,61.11,0,9,3,0.0128783000643915,0.0393496458467482,0,0
"1317",3,1771,33.98,11,5,0,0.0107284020327499,0.0191869000564653,0.578947368421053,0
"1318",4,1349,54.05,11,10,0,0.00815418828762046,0.0400667160859896,1,0
"1319",4,1146,7.05,1,6,3,0.00785340314136126,0.00615183246073298,0.111111111111111,0
"1320",1,357,54.28,6,10,4,0.0448179271708683,0.152044817927171,0.375,0
"1321",1,1820,3.41,10,10,1,0.0148351648351648,0.00187362637362637,0.37037037037037,1
"1322",4,1669,9.51,11,0,5,0.0131815458358298,0.00569802276812463,0.5,0
"1323",6,871,99.46,4,10,3,0.0275545350172216,0.114190585533869,0.166666666666667,0
"1324",4,1412,36.76,9,6,0,0.0028328611898017,0.0260339943342776,2.25,0
"1325",3,1444,17.76,5,7,5,0.018005540166205,0.0122991689750693,0.192307692307692,0
"1326",4,800,94.66,7,10,1,0.01375,0.118325,0.636363636363636,0
"1327",4,810,80.02,4,5,4,0.0308641975308642,0.0987901234567901,0.16,0
"1328",5,1601,83.72,9,7,5,0.00124921923797626,0.0522923173016864,4.5,0
"1329",1,1753,14.41,5,1,1,0.0062749572162008,0.00822019395322305,0.454545454545455,0
"1330",5,126,4.4,2,4,3,0.0952380952380952,0.0349206349206349,0.166666666666667,0
"1331",1,1509,77.05,9,5,0,0.00596421471172962,0.0510603048376408,1,0
"1332",1,1805,78.97,11,5,1,0.00110803324099723,0.0437506925207756,5.5,0
"1333",3,1524,35.09,1,8,0,0.00328083989501312,0.0230249343832021,0.2,0
"1334",2,759,66.07,10,9,0,0.0237154150197628,0.0870487483530962,0.555555555555556,0
"1335",2,932,34.86,1,8,4,0.00429184549356223,0.0374034334763948,0.25,0
"1336",4,1342,0.74,8,1,5,0.0134128166915052,0.000551415797317437,0.444444444444444,0
"1337",4,112,93.89,2,0,4,0.214285714285714,0.838303571428571,0.0833333333333333,0
"1338",3,56,40.87,2,1,4,0.0892857142857143,0.729821428571429,0.4,0
"1339",6,595,36.09,1,9,2,0.0252100840336134,0.060655462184874,0.0666666666666667,0
"1340",1,424,97.86,8,8,2,0.0707547169811321,0.230801886792453,0.266666666666667,1
"1341",2,850,94.74,10,1,5,0.00588235294117647,0.111458823529412,2,0
"1342",1,1314,32.61,3,10,5,0.0175038051750381,0.0248173515981735,0.130434782608696,1
